100
0
8.4615324	45.584588	0.37	1.0	0.0	0.0	
3.8078434	30.965299	0.37	0.0	1.0	0.0	
62.268716	21.816192	0.37	1.0	0.0	0.0	
92.868183	11.373036	0.37	1.0	0.0	0.0	
32.684529	12.884209	0.37	1.0	0.0	0.0	
74.301847	93.819547	0.37	1.0	0.0	0.0	
29.232575	48.452965	0.37	1.0	0.0	0.0	
12.821888	74.052807	0.37	1.0	0.0	0.0	
51.369479	30.23414	0.37	1.0	0.0	0.0	
39.609457	0.71203633	0.37	1.0	0.0	0.0	
97.333044	60.882952	0.37	1.0	0.0	0.0	
29.615546	35.014446	0.37	1.0	0.0	0.0	
59.113179	64.031213	0.37	1.0	0.0	0.0	
57.063444	83.740499	0.37	1.0	0.0	0.0	
60.938477	9.5685537	0.37	1.0	0.0	0.0	
56.002977	57.974486	0.37	1.0	0.0	0.0	
28.290847	57.433808	0.37	1.0	0.0	0.0	
15.662992	51.46516	0.37	1.0	0.0	0.0	
72.909	44.694359	0.37	1.0	0.0	0.0	
4.3400845	95.893685	0.37	1.0	0.0	0.0	
79.426082	17.785581	0.37	1.0	0.0	0.0	
40.78453	55.090897	0.37	1.0	0.0	0.0	
82.600308	61.886282	0.37	1.0	0.0	0.0	
96.245043	2.9580718	0.37	1.0	0.0	0.0	
42.352182	63.373342	0.37	1.0	0.0	0.0	
5.7950909	83.056942	0.37	1.0	0.0	0.0	
78.198211	38.817509	0.37	1.0	0.0	0.0	
62.762644	42.90961	0.37	1.0	0.0	0.0	
50.794349	7.6327458	0.37	1.0	0.0	0.0	
56.669285	57.283245	0.37	1.0	0.0	0.0	
31.103601	86.327959	0.37	1.0	0.0	0.0	
74.054122	20.138322	0.37	1.0	0.0	0.0	
34.411155	9.0309962	0.37	1.0	0.0	0.0	
87.563064	18.416426	0.37	1.0	0.0	0.0	
33.543689	66.390813	0.37	1.0	0.0	0.0	
79.279206	72.44447	0.37	1.0	0.0	0.0	
80.104335	62.326363	0.37	1.0	0.0	0.0	
5.6202381	46.200624	0.37	1.0	0.0	0.0	
40.506774	30.615037	0.37	1.0	0.0	0.0	
96.014204	63.450203	0.37	1.0	0.0	0.0	
41.568058	55.352382	0.37	1.0	0.0	0.0	
33.112866	65.82145	0.37	1.0	0.0	0.0	
63.003075	11.906457	0.37	1.0	0.0	0.0	
85.39908	66.642936	0.37	1.0	0.0	0.0	
78.492857	67.239006	0.37	1.0	0.0	0.0	
53.805575	92.152484	0.37	1.0	0.0	0.0	
73.926331	82.056074	0.37	1.0	0.0	0.0	
73.281649	17.296841	0.37	1.0	0.0	0.0	
44.529957	94.065286	0.37	1.0	0.0	0.0	
84.293571	19.536356	0.37	1.0	0.0	0.0	
49.477459	20.908162	0.37	1.0	0.0	0.0	
93.955648	0.83583423	0.37	1.0	0.0	0.0	
79.173533	29.451373	0.37	1.0	0.0	0.0	
13.993743	26.932367	0.37	1.0	0.0	0.0	
24.128811	57.859825	0.37	1.0	0.0	0.0	
13.36165	39.028573	0.37	1.0	0.0	0.0	
53.257659	17.794031	0.37	1.0	0.0	0.0	
6.3139088	38.711551	0.37	0.0	0.48627450980392156	0.0	
47.03198	14.617047	0.37	1.0	0.0	0.0	
97.837275	82.486234	0.37	1.0	0.0	0.0	
67.557686	14.428802	0.37	1.0	0.0	0.0	
86.678021	67.19944	0.37	1.0	0.0	0.0	
49.626102	74.148754	0.37	1.0	0.0	0.0	
29.624386	1.42899	0.37	1.0	0.0	0.0	
19.087035	13.872997	0.37	1.0	0.0	0.0	
95.263535	3.0084938	0.37	1.0	0.0	0.0	
75.366378	80.049451	0.37	1.0	0.0	0.0	
94.179766	4.6250048	0.37	1.0	0.0	0.0	
66.912592	65.784952	0.37	1.0	0.0	0.0	
19.093907	44.895102	0.37	1.0	0.0	0.0	
29.202596	79.467563	0.37	1.0	0.0	0.0	
6.4891878	35.302336	0.37	0.0	0.48627450980392156	0.0	
5.2655618	2.4857404	0.37	1.0	0.0	0.0	
28.567561	21.253928	0.37	1.0	0.0	0.0	
17.409292	70.311257	0.37	1.0	0.0	0.0	
67.446059	54.073332	0.37	1.0	0.0	0.0	
89.880616	86.188536	0.37	1.0	0.0	0.0	
35.368381	73.0402	0.37	1.0	0.0	0.0	
10.848878	10.108268	0.37	1.0	0.0	0.0	
79.051888	96.319686	0.37	1.0	0.0	0.0	
46.880679	73.011817	0.37	1.0	0.0	0.0	
67.876207	1.3222531	0.37	1.0	0.0	0.0	
68.084057	67.081529	0.37	1.0	0.0	0.0	
42.282043	47.701231	0.37	1.0	0.0	0.0	
65.093748	3.288544	0.37	1.0	0.0	0.0	
62.690019	10.883607	0.37	1.0	0.0	0.0	
52.247811	6.8449433	0.37	1.0	0.0	0.0	
19.518318	60.01578	0.37	1.0	0.0	0.0	
51.147192	22.487453	0.37	1.0	0.0	0.0	
74.086344	13.773937	0.37	1.0	0.0	0.0	
42.112272	52.166878	0.37	1.0	0.0	0.0	
73.535253	92.196582	0.37	1.0	0.0	0.0	
68.397999	60.866776	0.37	1.0	0.0	0.0	
95.098523	68.271351	0.37	1.0	0.0	0.0	
31.336904	22.778027	0.37	1.0	0.0	0.0	
34.752904	20.001236	0.37	1.0	0.0	0.0	
39.520498	3.4677105	0.37	1.0	0.0	0.0	
3.1180257	65.636774	0.37	1.0	0.0	0.0	
63.135785	49.893507	0.37	1.0	0.0	0.0	
56.41077	47.727423	0.37	1.0	0.0	0.0	
